  10   1000.2          99.900
  10   1000.6          99.900
  10   1001.1          99.900
  10   1001.6          99.900
  10   1002.1          99.900
  10   1002.6          99.900
  10   1003.1          99.900
  10   1003.5          99.900
  10   1004.0          99.900
  10   1004.5          99.900
  10   1005.0          99.900
  10   1005.5          99.900
  10   1006.0          99.900
  10   1006.4          99.900
  10   1006.9          99.900
  10   1007.4          99.900
  10   1007.9          99.900
  10   1008.4          99.900
  10   1008.8          99.900
  10   1009.3          99.900
  10   1009.8          99.900
  10   1010.3          99.900
  10   1010.8          99.900
  10   1011.3          99.900
  10   1011.7          99.900
  10   1012.2          99.900
  10   1012.7          99.900
  10   1013.2          99.900
  10   1013.7          99.900
  10   1014.1          99.900
  10   1014.6          99.900
  10   1015.1          99.900
  10   1015.6          99.900
  10   1016.1          99.900
  10   1016.6          99.900
  10   1017.0          99.900
  10   1017.5          99.900
  10   1018.0          99.900
  10   1018.5          99.900
  10   1019.0          99.900
  10   1019.5          99.900
  10   1019.9          99.900
  10   1020.4          99.900
  10   1020.9          99.900
  10   1021.4          99.900
  10   1021.9          99.900
  10   1022.3          99.900
  10   1022.8          99.900
  10   1023.3          99.900
  10   1023.8          99.900
  10   1024.3          99.900
  10   1024.8          99.900
  10   1025.2          99.900
  10   1025.7          99.900
  10   1026.2          99.900
  10   1026.7          99.900
  10   1027.2          99.900
  10   1027.7          99.900
  10   1028.1          99.900
  10   1028.6          99.900
  10   1029.1          99.900
  10   1029.6          99.900
  10   1030.1          99.900
  10   1030.5          99.900
  10   1031.0          99.900
  10   1031.5          99.900
  10   1032.0          99.900
  10   1032.5          99.900
  10   1033.0          99.900
  10   1033.4          99.900
  10   1033.9          99.900
  10   1034.4          99.900
  10   1034.9          99.900
  10   1035.4         100.000
  10   1035.8          99.900
  10   1036.3          99.900
  10   1036.8          99.900
  10   1037.3          99.900
  10   1037.8          99.900
  10   1038.3          99.900
  10   1038.7          99.900
  10   1039.2          99.900
  10   1039.7          99.900
  10   1040.2          99.900
  10   1040.7          99.900
  10   1041.2          99.900
  10   1041.6          99.900
  10   1042.1          99.900
  10   1042.6          99.900
  10   1043.1         100.000
  10   1043.6         100.000
  10   1044.0          99.900
  10   1044.5          99.900
  10   1045.0         100.000
  10   1045.5          99.900
  10   1046.0          99.900
  10   1046.5          99.900
  10   1046.9         100.000
  10   1047.4          99.900
